conn,suite,group,total_handshake_us,client_keygen_us,client_decap_us,key_schedule_us,sig_verify_us
201,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,138945.00,0.00,230.00,43.00,45917.00
202,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,272771.00,0.00,225.00,39.00,45204.00
203,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,402776.00,1.00,241.00,59.00,44749.00
204,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,432805.00,0.00,220.00,40.00,45151.00
205,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,246060.00,0.00,218.00,39.00,45815.00
206,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,259650.00,0.00,214.00,65.00,45147.00
207,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,197765.00,0.00,208.00,58.00,44964.00
208,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,168873.00,1.00,198.00,57.00,45485.00
209,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,198014.00,0.00,195.00,74.00,45109.00
210,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,181842.00,0.00,208.00,60.00,44297.00
211,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,262207.00,1.00,229.00,57.00,45129.00
212,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,181089.00,0.00,225.00,41.00,46016.00
213,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,392662.00,1.00,219.00,39.00,45678.00
214,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,189939.00,0.00,227.00,42.00,45381.00
215,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,545519.00,0.00,219.00,40.00,45717.00
216,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,178143.00,0.00,219.00,41.00,45597.00
217,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,674963.00,0.00,223.00,40.00,45557.00
218,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,308697.00,0.00,218.00,60.00,45142.00
219,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,355811.00,0.00,216.00,45.00,45740.00
220,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,208802.00,0.00,220.00,41.00,45622.00
221,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,208982.00,1.00,241.00,68.00,45107.00
222,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,224682.00,1.00,217.00,40.00,45278.00
223,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,508044.00,0.00,244.00,73.00,44997.00
224,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,220929.00,0.00,214.00,45.00,45810.00
225,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,212691.00,0.00,221.00,40.00,44894.00
226,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,388893.00,0.00,244.00,40.00,44872.00
227,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,262807.00,0.00,211.00,45.00,45385.00
228,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,355928.00,1.00,223.00,40.00,45484.00
229,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,496710.00,0.00,239.00,42.00,45521.00
230,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,286877.00,0.00,217.00,39.00,45320.00
231,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,216610.00,0.00,234.00,40.00,44921.00
232,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,213047.00,0.00,238.00,41.00,45342.00
233,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,211854.00,0.00,215.00,41.00,45234.00
234,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,634792.00,0.00,219.00,39.00,45784.00
235,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,211902.00,0.00,222.00,39.00,45639.00
236,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,196002.00,0.00,270.00,42.00,46109.00
237,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,400696.00,0.00,231.00,41.00,45670.00
238,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,185871.00,0.00,222.00,41.00,45346.00
239,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,435844.00,0.00,223.00,40.00,45139.00
240,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,220755.00,0.00,217.00,39.00,45339.00
241,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,385873.00,0.00,223.00,41.00,45479.00
242,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,144065.00,0.00,225.00,42.00,45945.00
243,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,239826.00,0.00,245.00,42.00,45599.00
244,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,165593.00,0.00,229.00,41.00,45193.00
245,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,409982.00,0.00,241.00,43.00,45306.00
246,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,587715.00,0.00,239.00,42.00,45002.00
247,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,518319.00,0.00,221.00,41.00,45506.00
248,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,176784.00,0.00,231.00,39.00,45781.00
249,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,169583.00,1.00,224.00,39.00,45671.00
250,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,167227.00,0.00,216.00,40.00,45322.00
251,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,645493.00,0.00,239.00,42.00,45721.00
252,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,165859.00,0.00,231.00,43.00,45802.00
253,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,217980.00,0.00,222.00,40.00,45923.00
254,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,132117.00,1.00,245.00,43.00,45533.00
255,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,433680.00,0.00,245.00,42.00,45170.00
256,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,336769.00,1.00,222.00,41.00,45314.00
257,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,356723.00,0.00,226.00,40.00,45145.00
258,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,278874.00,0.00,225.00,39.00,45488.00
259,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,221921.00,0.00,233.00,40.00,44981.00
260,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,316701.00,0.00,219.00,41.00,45893.00
261,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,152885.00,0.00,230.00,41.00,45733.00
262,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,317998.00,0.00,315.00,43.00,45705.00
263,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,327819.00,1.00,225.00,39.00,44723.00
264,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,324808.00,1.00,218.00,39.00,45335.00
265,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,240794.00,0.00,216.00,38.00,44674.00
266,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,513961.00,1.00,222.00,40.00,45705.00
267,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,266801.00,0.00,216.00,45.00,45712.00
268,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,328464.00,0.00,273.00,42.00,44922.00
269,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,134318.00,1.00,242.00,41.00,45233.00
270,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,260841.00,0.00,219.00,40.00,45936.00
271,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,427825.00,0.00,238.00,41.00,45383.00
272,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,184838.00,0.00,214.00,39.00,45427.00
273,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,329967.00,0.00,224.00,41.00,45488.00
274,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,518400.00,0.00,236.00,41.00,44943.00
275,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,609338.00,0.00,241.00,42.00,45365.00
276,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,434710.00,0.00,242.00,40.00,45017.00
277,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,526984.00,0.00,215.00,39.00,45295.00
278,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,258729.00,0.00,240.00,40.00,45035.00
279,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,278992.00,0.00,216.00,40.00,45683.00
280,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,498061.00,0.00,216.00,40.00,44885.00
281,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,313454.00,0.00,336.00,40.00,44655.00
282,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,293872.00,0.00,217.00,41.00,45429.00
283,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,394028.00,0.00,250.00,39.00,44703.00
284,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,317663.00,0.00,243.00,40.00,44986.00
285,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,158973.00,1.00,224.00,42.00,45638.00
286,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,208547.00,1.00,224.00,41.00,45858.00
287,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,348138.00,0.00,223.00,39.00,45386.00
288,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,230882.00,1.00,235.00,42.00,45770.00
289,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,357774.00,0.00,218.00,39.00,45196.00
290,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,355863.00,0.00,226.00,85.00,45285.00
291,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,315584.00,0.00,333.00,40.00,44783.00
292,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,160391.00,0.00,217.00,41.00,45523.00
293,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,262347.00,0.00,232.00,43.00,45721.00
294,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,256296.00,0.00,219.00,40.00,45844.00
295,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,416645.00,0.00,224.00,40.00,45068.00
296,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,151835.00,0.00,242.00,41.00,44933.00
297,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,393814.00,0.00,220.00,39.00,45798.00
298,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,445546.00,0.00,216.00,41.00,45651.00
299,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,318320.00,0.00,240.00,40.00,44936.00
300,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,424865.00,0.00,228.00,42.00,45281.00
301,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,356785.00,0.00,227.00,41.00,45305.00
302,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,136998.00,1.00,251.00,42.00,44885.00
303,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,287938.00,0.00,231.00,42.00,45333.00
304,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,275645.00,0.00,238.00,42.00,45655.00
305,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,254694.00,0.00,221.00,39.00,45501.00
306,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,455122.00,0.00,240.00,44.00,45918.00
307,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,293765.00,0.00,218.00,40.00,45487.00
308,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,134926.00,0.00,235.00,43.00,45329.00
309,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,466855.00,0.00,245.00,42.00,44849.00
310,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,236552.00,0.00,214.00,45.00,45740.00
311,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,231863.00,0.00,237.00,40.00,44984.00
312,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,235145.00,0.00,214.00,41.00,45510.00
313,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,557004.00,1.00,221.00,62.00,45221.00
314,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,320719.00,0.00,238.00,42.00,45624.00
315,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,395788.00,0.00,225.00,41.00,45483.00
316,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,309911.00,1.00,223.00,39.00,45638.00
317,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,517850.00,0.00,218.00,39.00,45061.00
318,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,134743.00,0.00,230.00,42.00,45564.00
319,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,213040.00,0.00,216.00,39.00,45303.00
320,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,436567.00,0.00,223.00,40.00,45694.00
321,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,232006.00,0.00,214.00,40.00,44730.00
322,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,299842.00,0.00,228.00,40.00,44811.00
323,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,352961.00,0.00,239.00,39.00,45031.00
324,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,455436.00,0.00,235.00,43.00,45547.00
325,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,327097.00,0.00,239.00,39.00,44534.00
326,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,186020.00,1.00,244.00,41.00,45164.00
327,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,172708.00,0.00,214.00,40.00,45869.00
328,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,789933.00,0.00,214.00,39.00,45606.00
329,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,277003.00,0.00,223.00,64.00,45260.00
330,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,287869.00,0.00,233.00,45.00,45138.00
331,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,276497.00,0.00,218.00,40.00,45418.00
332,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,261905.00,0.00,223.00,40.00,45711.00
333,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,406034.00,0.00,239.00,42.00,45202.00
334,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,258865.00,0.00,218.00,41.00,45346.00
335,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,277511.00,0.00,218.00,39.00,44997.00
336,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,494152.00,0.00,224.00,40.00,44820.00
337,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,285992.00,0.00,222.00,40.00,45318.00
338,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,304605.00,0.00,242.00,40.00,45056.00
339,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,290020.00,0.00,246.00,42.00,44901.00
340,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,276643.00,1.00,218.00,40.00,45626.00
341,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,382750.00,0.00,224.00,40.00,45836.00
342,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,166006.00,0.00,217.00,39.00,45327.00
343,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,248881.00,0.00,216.00,44.00,45900.00
344,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,351459.00,0.00,334.00,51.00,46364.00
345,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,290025.00,0.00,341.00,40.00,44874.00
346,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,188647.00,0.00,212.00,40.00,45155.00
347,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,165141.00,0.00,224.00,41.00,45892.00
348,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,349583.00,0.00,222.00,41.00,45280.00
349,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,439127.00,0.00,221.00,40.00,45704.00
350,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,419632.00,0.00,244.00,42.00,45493.00
351,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,344197.00,1.00,240.00,41.00,45253.00
352,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,237846.00,0.00,216.00,40.00,45415.00
353,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,163749.00,0.00,218.00,40.00,45894.00
354,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,557966.00,0.00,221.00,41.00,45686.00
355,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,292787.00,0.00,222.00,40.00,45591.00
356,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,256872.00,0.00,232.00,42.00,45678.00
357,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,251156.00,0.00,223.00,39.00,45871.00
358,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,253527.00,0.00,219.00,39.00,44629.00
359,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,364849.00,0.00,223.00,41.00,45916.00
360,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,413936.00,0.00,240.00,40.00,44910.00
361,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,180761.00,0.00,214.00,39.00,45372.00
362,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,441850.00,0.00,242.00,41.00,45270.00
363,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,221566.00,0.00,220.00,40.00,44891.00
364,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,165358.00,0.00,237.00,44.00,90974.00
365,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,250504.00,0.00,235.00,40.00,45528.00
366,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,553896.00,1.00,209.00,60.00,44954.00
367,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,337735.00,0.00,207.00,60.00,45091.00
368,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,178038.00,0.00,201.00,60.00,44465.00
369,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,223756.00,0.00,227.00,67.00,44773.00
370,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,189878.00,0.00,210.00,62.00,44458.00
371,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,214175.00,0.00,227.00,39.00,45522.00
372,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,311945.00,0.00,213.00,41.00,45473.00
373,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,327632.00,0.00,218.00,39.00,44972.00
374,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,239840.00,0.00,216.00,40.00,45655.00
375,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,534265.00,0.00,215.00,40.00,45475.00
376,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,559901.00,0.00,217.00,40.00,45078.00
377,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,191786.00,1.00,237.00,40.00,45057.00
378,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,274014.00,0.00,299.00,45.00,44615.00
379,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,507714.00,0.00,216.00,45.00,45020.00
380,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,547902.00,0.00,222.00,57.00,45052.00
381,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,819834.00,0.00,233.00,41.00,45778.00
382,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,318804.00,0.00,217.00,40.00,45356.00
383,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,294071.00,0.00,232.00,40.00,45816.00
384,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,216585.00,0.00,221.00,40.00,45334.00
385,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,260963.00,0.00,226.00,39.00,45224.00
386,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,284844.00,0.00,241.00,41.00,45439.00
387,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,410631.00,0.00,286.00,40.00,45873.00
388,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,369861.00,0.00,232.00,42.00,45309.00
389,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,322864.00,0.00,212.00,40.00,44556.00
390,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,150230.00,1.00,222.00,41.00,45398.00
391,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,487030.00,0.00,205.00,40.00,45579.00
392,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,180704.00,0.00,219.00,40.00,45764.00
393,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,254786.00,0.00,229.00,40.00,45495.00
394,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,570580.00,0.00,314.00,51.00,45573.00
395,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,189116.00,1.00,213.00,39.00,45456.00
396,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,562696.00,0.00,218.00,45.00,45787.00
397,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,429811.00,0.00,220.00,41.00,45582.00
398,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,303891.00,0.00,212.00,40.00,45643.00
399,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,389126.00,0.00,236.00,41.00,45338.00
400,TLS_AES_256_GCM_SHA384,RSA-3072-OAEP,274799.00,0.00,222.00,39.00,45800.00
